device_name	latitude	longitude	timestamp_from	timestamp_until	bike_count	bike_avg_speed	weather_timestamp	temperature	wind_speed	wind_direction	humidity	barometer	visibility	time_window	Ice fog	Snow flurries	Light fog	Quite cool	Rain	Sleet	Haze	Freezing rain	Cool	Fog	Light rain	Light freezing rain	Cloudy	Light snow	Chilly	Drizzle	Low clouds	Rain showers	Snow	Scattered showers	Snow showers	Hail	Thundershowers	Sprinkles	Thunderstorms	Partly sunny	Scattered clouds	Clear	Sunny	Partly cloudy	Passing clouds	Broken clouds	time_day_of_week_window
CEK049	50.82448	4.393893	1561059900	1561060800	6	21	1561060200	16	15	Wind blowing from 260° West to East	59	1016		21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561060800	1561061700	2	20	1561062000	15	15	Wind blowing from 270° West to East	63	1016		22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561061700	1561062600	6	19	1561062000	15	15	Wind blowing from 270° West to East	63	1016		22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561062600	1561063500	3	21	1561063800	14	11	Wind blowing from 250° West-southwest to East-northeast	72	1016		22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561063500	1561064400	3	16	1561063800	14	11	Wind blowing from 250° West-southwest to East-northeast	72	1016		22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561064400	1561065300	2	17	1561065600	14	11	Wind blowing from 260° West to East	72	1016	16.0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
CEK049	50.82448	4.393893	1561065300	1561066200	3	18	1561065600	14	11	Wind blowing from 260° West to East	72	1016	16.0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
CEK049	50.82448	4.393893	1561066200	1561067100	3	21	1561067400	13	9	Wind blowing from 260° West to East	77	1017	16.0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
CEK049	50.82448	4.393893	1561067100	1561067999	2	19	1561067400	13	9	Wind blowing from 260° West to East	77	1017	16.0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
CEK049	50.82448	4.393893	1561068000	1561068900	1	13	1561069200	12	9	Wind blowing from 250° West-southwest to East-northeast	82	1017	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
CEK049	50.82448	4.393893	1561068900	1561069800	1	17	1561069200	12	9	Wind blowing from 250° West-southwest to East-northeast	82	1017	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
