device_name	latitude	longitude	timestamp_from	timestamp_until	bike_count	bike_avg_speed
CEK049	50.82448	4.393893	1544980500	1544981400	10	21
CEK049	50.82448	4.393893	1544981400	1544982300	2	17
CEK049	50.82448	4.393893	1544982300	1544983200	12	22
CEK049	50.82448	4.393893	1544983200	1544984100	3	23
CEK049	50.82448	4.393893	1544984100	1544985000	4	17
CEK049	50.82448	4.393893	1544985000	1544985900	5	21
CEK049	50.82448	4.393893	1544985900	1544986800	4	20
CEK049	50.82448	4.393893	1544986800	1544987700	6	19
CEK049	50.82448	4.393893	1544987700	1544988600	2	23
CEK049	50.82448	4.393893	1544988600	1544989500	4	17
CEK049	50.82448	4.393893	1544989500	1544990400	5	23
CEK049	50.82448	4.393893	1544990400	1544991300	6	22
CEK049	50.82448	4.393893	1544991300	1544992200	3	19
CEK049	50.82448	4.393893	1544992200	1544993100	1	23
CEK049	50.82448	4.393893	1544993100	1544994000	7	21
CEK049	50.82448	4.393893	1544995800	1544996700	1	24
CEK049	50.82448	4.393893	1544997600	1544998500	1	22
CEK049	50.82448	4.393893	1544998500	1544999400	1	19
CEK049	50.82448	4.393893	1545001200	1545002100	1	23
CEK049	50.82448	4.393893	1545018300	1545019200	1	23
CEK049	50.82448	4.393893	1545020100	1545021000	1	25
